sim,sampler,mcmc_iter,tau_current,running_tau,total_distance,accepted_count,accepted_rate,changed_count,changed_iteration_count,changed_iteration_rate,changed_recipient_rate
1,mcmc,100,0.749559072314195,0.7886720569487153,51.83685447322682,38.0,0.38,,,,
1,mcmc,200,0.8812483258668593,0.8210172299016457,56.2037848574935,97.0,0.485,,,,
1,mcmc,300,0.9359926860138045,0.86588126179229,59.325081194425834,158.0,0.5266666666666666,,,,
1,mcmc,400,0.7694719253841782,0.8544904603278514,54.94355404884125,215.0,0.5375,,,,
1,mcmc,500,0.7279926350912636,0.8390850967731625,56.20917149565834,273.0,0.546,,,,
1,mcmc,600,0.8965210394837485,0.8450340356635958,59.09545532750452,336.0,0.56,,,,
1,mcmc,700,0.9052579723811648,0.8464895309641268,60.177383981625965,400.0,0.5714285714285714,,,,
1,mcmc,800,0.8934980713158822,0.859930123113982,55.037233423508106,456.0,0.57,,,,
1,mcmc,900,0.8780908086064634,0.8735116702790953,55.28237759781843,519.0,0.5766666666666667,,,,
1,mcmc,1000,0.69397563784113,0.860411723118289,55.20256801971973,579.0,0.579,,,,
1,mcmc,1100,1.06070460558138,0.8596637877209278,52.544810068425335,634.0,0.5763636363636364,,,,
1,mcmc,1200,0.8205978294868799,0.8694385148701955,53.60848025375586,696.0,0.58,,,,
1,mcmc,1300,0.8057401630573494,0.8655048559190641,54.741191357863514,750.0,0.5769230769230769,,,,
1,mcmc,1400,0.9064404142341809,0.8641700996896304,50.79830024866825,805.0,0.575,,,,
1,mcmc,1500,1.0079197172584642,0.8743274776773895,58.11978488811047,860.0,0.5733333333333334,,,,
1,mcmc,1600,0.7790826179178036,0.8726435094740307,59.12351258547396,921.0,0.575625,,,,
1,mcmc,1700,0.9648189893148267,0.874502554203772,65.41833300284121,989.0,0.581764705882353,,,,
1,mcmc,1800,1.0338897172354027,0.8749667849889804,52.257403365303986,1058.0,0.5877777777777777,,,,
1,mcmc,1900,0.9046054849003706,0.8748750777184374,57.18404397247808,1115.0,0.5868421052631579,,,,
1,mcmc,2000,0.9325618427859674,0.8774151001167028,61.44997204974063,1175.0,0.5875,,,,
1,mcmc,2100,0.8623741535498293,0.8770474648651595,59.68237850244902,1234.0,0.5876190476190476,,,,
1,mcmc,2200,0.8752608021087365,0.8716770265833905,56.3862738932696,1293.0,0.5877272727272728,,,,
1,mcmc,2300,0.9172681102015825,0.8710445020357909,57.07241819991654,1346.0,0.5852173913043478,,,,
1,mcmc,2400,0.8394778166684383,0.8742432825402194,60.721359375858874,1412.0,0.5883333333333334,,,,
1,mcmc,2500,0.9279785576053127,0.8769583442063861,60.11284236096863,1475.0,0.59,,,,
1,mcmc,2600,1.0342443888439328,0.8806710805703984,55.4094231641296,1529.0,0.588076923076923,,,,
1,mcmc,2700,0.7904616642613224,0.8824840924614568,54.02333593565001,1587.0,0.5877777777777777,,,,
1,mcmc,2800,0.8270706852071017,0.8818284803728339,53.00541811319717,1643.0,0.5867857142857142,,,,
1,mcmc,2900,0.8138995261626073,0.8826394466032816,56.00587480723372,1697.0,0.5851724137931035,,,,
1,mcmc,3000,0.7688464333182842,0.8793930996385595,55.23538707669756,1753.0,0.5843333333333334,,,,
1,mcmc,3100,0.9822071079878799,0.8805721663590473,53.77842265096933,1811.0,0.5841935483870968,,,,
1,mcmc,3200,1.0548346882447652,0.884229395256098,57.46355710813765,1870.0,0.584375,,,,
1,mcmc,3300,0.8416182556979616,0.8847314877266731,53.40628555900182,1934.0,0.5860606060606061,,,,
1,mcmc,3400,0.6702801659934602,0.8812158190678037,54.93769016097565,1996.0,0.5870588235294117,,,,
1,mcmc,3500,0.863039387605594,0.8766909806523404,52.67399561524877,2050.0,0.5857142857142857,,,,
1,mcmc,3600,0.897003379217384,0.8760224816455555,55.64299766024027,2105.0,0.5847222222222223,,,,
1,mcmc,3700,0.7544226741065945,0.8729177302739362,54.67762492380798,2156.0,0.5827027027027027,,,,
1,mcmc,3800,0.7536255490735086,0.868084893159357,53.209137634787005,2208.0,0.5810526315789474,,,,
1,mcmc,3900,1.1149528492725123,0.8711371202504519,57.05764488186644,2267.0,0.5812820512820512,,,,
1,mcmc,4000,1.0419695443899335,0.877519743989118,62.693478169314744,2331.0,0.58275,,,,
1,mcmc,4100,1.0094012044269618,0.880932294121223,60.448560393567995,2390.0,0.5829268292682926,,,,
1,mcmc,4200,0.8243424732673513,0.8838044750354076,60.545841922860454,2456.0,0.5847619047619048,,,,
1,mcmc,4300,0.8306396365285852,0.8812804184838198,58.60180718473228,2516.0,0.5851162790697675,,,,
1,mcmc,4400,0.7585425509330782,0.8823351931151774,57.189747913137985,2570.0,0.5840909090909091,,,,
1,mcmc,4500,0.8513013657488461,0.8812051875837184,57.725247144590526,2628.0,0.584,,,,
1,mcmc,4600,0.7196174911495743,0.8779405938484596,57.740445511352,2687.0,0.5841304347826087,,,,
1,mcmc,4700,0.9530575749556081,0.8789288435677358,60.018753130910746,2743.0,0.5836170212765958,,,,
1,mcmc,4800,0.8394576877778743,0.8798797383088476,61.02721725101907,2800.0,0.5833333333333334,,,,
1,mcmc,4900,0.7494984213160268,0.8817730918405677,60.74672753153483,2858.0,0.583265306122449,,,,
1,mcmc,5000,0.8717926404924652,0.8809380523844744,59.58507379806885,2921.0,0.5842,,,,
1,mcmc,5100,1.0763940791598523,0.8829043253658705,58.40833715691893,2986.0,0.5854901960784313,,,,
1,mcmc,5200,0.9358484602657537,0.8848809978422474,59.65157677697155,3044.0,0.5853846153846154,,,,
1,mcmc,5300,0.8694887409061718,0.8844146518180528,59.13148324513402,3100.0,0.5849056603773585,,,,
1,mcmc,5400,0.7419848196190326,0.8857062491190194,56.22597783842964,3157.0,0.5846296296296296,,,,
1,mcmc,5500,0.6411898693641361,0.882519444913512,51.28394233629594,3214.0,0.5843636363636364,,,,
1,mcmc,5600,0.7533223551540579,0.8786619293286194,48.988886283765474,3263.0,0.5826785714285714,,,,
1,mcmc,5700,0.8732241194008941,0.8773755148204726,58.22044039614362,3308.0,0.5803508771929825,,,,
1,mcmc,5800,0.7734168983022053,0.8794655245060616,56.505101393785374,3373.0,0.581551724137931,,,,
1,mcmc,5900,0.8847938967077984,0.879556977596963,53.26108579667249,3426.0,0.5806779661016949,,,,
1,mcmc,6000,0.9734140915431522,0.8803914012053762,56.644075584715075,3481.0,0.5801666666666667,,,,
1,mcmc,6100,0.8672058348312891,0.8809342262718352,55.382505894107894,3524.0,0.5777049180327869,,,,
1,mcmc,6200,0.8854541507376389,0.8806883285946007,54.44528429253628,3583.0,0.5779032258064516,,,,
1,mcmc,6300,0.872338999521254,0.8803373959632479,54.33092812234837,3629.0,0.576031746031746,,,,
1,mcmc,6400,0.6459212383343446,0.8782079705462962,60.17933301606947,3680.0,0.575,,,,
1,mcmc,6500,0.9656885488847703,0.8768025395260552,54.30380281795061,3733.0,0.5743076923076923,,,,
1,mcmc,6600,0.9836729446371492,0.8785692564909305,58.12317181518701,3791.0,0.5743939393939393,,,,
1,mcmc,6700,0.814749648904741,0.8774831213513732,59.63158007425908,3850.0,0.5746268656716418,,,,
1,mcmc,6800,0.6013962294974357,0.8764332351757004,54.23927105538568,3915.0,0.575735294117647,,,,
1,mcmc,6900,1.002764175113096,0.8763015157796654,56.00032471983294,3970.0,0.5753623188405798,,,,
1,mcmc,7000,0.8301768859330844,0.8757534444707098,56.564738743031945,4030.0,0.5757142857142857,,,,
1,mcmc,7100,0.8314289763365195,0.875669810760346,56.26222476924345,4083.0,0.5750704225352112,,,,
1,mcmc,7200,0.6938894768433986,0.8740978957050156,57.81366445162371,4144.0,0.5755555555555556,,,,
1,mcmc,7300,0.8424758401022218,0.8731518452800189,53.10384559392441,4200.0,0.5753424657534246,,,,
1,mcmc,7400,0.9815684438010742,0.8727621248185313,54.48447839958108,4250.0,0.5743243243243243,,,,
1,mcmc,7500,0.7120580612298381,0.8726957831590744,54.53032051780841,4304.0,0.5738666666666666,,,,
1,mcmc,7600,0.9946881263843703,0.8729934244253732,58.09463835821164,4358.0,0.5734210526315789,,,,
1,mcmc,7700,0.8328320068765317,0.8737256314833693,55.504147965206194,4419.0,0.5738961038961039,,,,
1,mcmc,7800,0.7109454867688616,0.8738282001256343,64.85998901255569,4482.0,0.5746153846153846,,,,
1,mcmc,7900,0.9372321274308165,0.8732837475845618,54.72441381965041,4544.0,0.5751898734177215,,,,
1,mcmc,8000,0.9669884452633462,0.8748804845956307,55.489580574327945,4599.0,0.574875,,,,
1,mcmc,8100,1.048213453966434,0.8750357380906659,55.555423134941854,4649.0,0.5739506172839506,,,,
1,mcmc,8200,0.9257637002720102,0.8763317997282539,63.71713499953244,4717.0,0.5752439024390243,,,,
1,mcmc,8300,0.869413715669911,0.8757167650875364,55.357146807755306,4779.0,0.5757831325301205,,,,
1,mcmc,8400,0.6510606042442979,0.8737998341804084,61.892945702113806,4842.0,0.5764285714285714,,,,
1,mcmc,8500,1.067619790084408,0.8731078690188198,52.026234834963276,4898.0,0.5762352941176471,,,,
1,mcmc,8600,0.9790311434641119,0.8734619675653214,62.188636990041076,4959.0,0.5766279069767442,,,,
1,mcmc,8700,1.0310303560751792,0.874439890866114,59.186595032037204,5021.0,0.5771264367816092,,,,
1,mcmc,8800,0.9867151778083874,0.8756345448234614,62.943425398332174,5082.0,0.5775,,,,
1,mcmc,8900,0.8641007964895757,0.8757173474668211,57.47137805727756,5145.0,0.5780898876404494,,,,
1,mcmc,9000,0.6645282777511072,0.8752697686193264,57.552715076046375,5202.0,0.578,,,,
1,mcmc,9100,0.7309767568317977,0.8739742421585807,58.25253921743986,5263.0,0.5783516483516483,,,,
1,mcmc,9200,0.7483466891538417,0.8742070623740662,58.26561861612496,5321.0,0.5783695652173914,,,,
1,mcmc,9300,0.7519776029765142,0.8735696146184154,56.79250395251117,5386.0,0.5791397849462365,,,,
1,mcmc,9400,0.6325347295621356,0.8718573994852699,64.3571844270485,5446.0,0.5793617021276596,,,,
1,mcmc,9500,0.9846282727259116,0.8709329404950105,63.66951368688673,5509.0,0.5798947368421052,,,,
1,mcmc,9600,0.9110282738441,0.8710115825659541,55.979875392905726,5573.0,0.5805208333333334,,,,
1,mcmc,9700,0.8914573850781415,0.870752426661404,59.12860133899508,5633.0,0.5807216494845361,,,,
1,mcmc,9800,1.0207012000067228,0.8708408128227615,53.260427067929314,5690.0,0.5806122448979592,,,,
1,mcmc,9900,0.9327428091192607,0.8723054150609344,52.72414333546531,5745.0,0.5803030303030303,,,,
1,mcmc,10000,1.0111179174870322,0.8727957551107789,56.930399133219744,5801.0,0.5801,,,,
1,gibbs,100,0.9175907995503121,0.8827218863826916,53.370244832529444,,,2868.0,100.0,1.0,0.956
1,gibbs,200,0.8621980548942949,0.8784392902312905,52.42986519153305,,,5767.0,200.0,1.0,0.9611666666666666
1,gibbs,300,1.0413916123637545,0.8843790856827115,62.6492962879181,,,8651.0,300.0,1.0,0.9612222222222222
1,gibbs,400,0.7410359220222289,0.8810454499806114,58.2553064622147,,,11540.0,400.0,1.0,0.9616666666666667
1,gibbs,500,0.8937263197757569,0.8820325464801017,51.929822869728724,,,14436.0,500.0,1.0,0.9624
1,gibbs,600,0.6203874087786336,0.878686724484065,62.37216207830892,,,17302.0,600.0,1.0,0.9612222222222222
1,gibbs,700,0.7897500504706435,0.8773232269521524,57.71580727023248,,,20200.0,700.0,1.0,0.9619047619047619
1,gibbs,800,1.1197027487779612,0.8778992545531648,51.54936244173001,,,23072.0,800.0,1.0,0.9613333333333334
1,gibbs,900,0.9817493589276585,0.8782393053809532,48.44410901218892,,,25958.0,900.0,1.0,0.9614074074074074
1,gibbs,1000,0.7585452281318948,0.8778401359095147,56.931223408577736,,,28845.0,1000.0,1.0,0.9615
1,gibbs,1100,0.9908551187208674,0.8791705182281323,60.393948484318166,,,31729.0,1100.0,1.0,0.9614848484848485
1,gibbs,1200,0.7981602309306884,0.8787878493288148,56.15323396801244,,,34633.0,1200.0,1.0,0.9620277777777778
1,gibbs,1300,0.9310396916745564,0.8765177789811278,61.88835741297926,,,37486.0,1300.0,1.0,0.9611794871794872
1,gibbs,1400,0.8602634467892237,0.8760484750366792,63.604319444145844,,,40374.0,1400.0,1.0,0.9612857142857143
1,gibbs,1500,0.7481398260559031,0.876099433937075,60.09095789110374,,,43264.0,1500.0,1.0,0.9614222222222222
1,gibbs,1600,0.735038421726539,0.8755439062478694,54.78033889367809,,,46156.0,1600.0,1.0,0.9615833333333333
1,gibbs,1700,0.6174734809376218,0.8747859718840805,61.54000175584038,,,49037.0,1700.0,1.0,0.9615098039215686
1,gibbs,1800,1.0073386659935182,0.8748831989314623,55.905086767977714,,,51916.0,1800.0,1.0,0.9614074074074074
1,gibbs,1900,0.6741561862742528,0.8745074814864173,53.71366739642526,,,54794.0,1900.0,1.0,0.9612982456140351
1,gibbs,2000,0.7852298308313155,0.8748398833881676,52.62239025899906,,,57677.0,2000.0,1.0,0.9612833333333334
1,gibbs,2100,1.0149508533613485,0.8748295338315404,56.431861672823686,,,60547.0,2100.0,1.0,0.9610634920634921
1,gibbs,2200,1.0579347489648951,0.8752162238999618,63.73774045728922,,,63438.0,2200.0,1.0,0.9611818181818181
1,gibbs,2300,0.8241566734441684,0.8745121414055187,52.12041673219294,,,66325.0,2300.0,1.0,0.961231884057971
1,gibbs,2400,0.835165043913263,0.8741277164877255,52.91793069793058,,,69216.0,2400.0,1.0,0.9613333333333334
1,gibbs,2500,0.9852556885552871,0.8745325568525404,61.12783903681319,,,72091.0,2500.0,1.0,0.9612133333333334
1,gibbs,2600,0.8872436641155034,0.8739648479310296,60.44143217159574,,,74987.0,2600.0,1.0,0.9613717948717949
1,gibbs,2700,0.8506827574373852,0.8738537410626259,64.2003155746483,,,77876.0,2700.0,1.0,0.9614320987654321
1,gibbs,2800,0.7816880107037917,0.8736149049760664,52.60941326289299,,,80766.0,2800.0,1.0,0.9615
1,gibbs,2900,0.8502343197070117,0.8735043062724118,56.61968018009717,,,83638.0,2900.0,1.0,0.9613563218390805
1,gibbs,3000,0.7961513886804166,0.8733766069557579,53.07086171321254,,,86517.0,3000.0,1.0,0.9613
1,gibbs,3100,0.6990968901326982,0.873633374786178,61.54136525910024,,,89423.0,3100.0,1.0,0.9615376344086022
1,gibbs,3200,0.9343943089138984,0.8738201550815671,64.73355272083752,,,92306.0,3200.0,1.0,0.9615208333333334
1,gibbs,3300,0.8764124606637237,0.8738988995694487,59.78643538977144,,,95192.0,3300.0,1.0,0.9615353535353536
1,gibbs,3400,0.9667536093839239,0.8741195194552212,55.54068453049616,,,98064.0,3400.0,1.0,0.9614117647058823
1,gibbs,3500,0.807009698479843,0.8741102391527179,54.233700377179005,,,100948.0,3500.0,1.0,0.9614095238095238
1,gibbs,3600,0.7619185831183147,0.8740049605037117,55.620709910297,,,103815.0,3600.0,1.0,0.96125
1,gibbs,3700,0.9323027616185096,0.8736804837146623,56.652293871062334,,,106706.0,3700.0,1.0,0.9613153153153153
1,gibbs,3800,0.9609280330289633,0.8736987174306106,58.570090004024436,,,109612.0,3800.0,1.0,0.9615087719298245
1,gibbs,3900,0.6400776374370507,0.8737793591098414,63.20318709124224,,,112508.0,3900.0,1.0,0.9616068376068376
1,gibbs,4000,0.6682571972380288,0.8733727418862681,55.52288318998915,,,115373.0,4000.0,1.0,0.9614416666666666
1,gibbs,4100,0.8842923238326736,0.8730854968073793,57.76716897274875,,,118256.0,4100.0,1.0,0.9614308943089431
1,gibbs,4200,0.7649397947089717,0.8731828595029324,57.40684150932616,,,121143.0,4200.0,1.0,0.961452380952381
1,gibbs,4300,0.8490751379265814,0.8728614792342444,56.46102481601914,,,124051.0,4300.0,1.0,0.9616356589147287
1,gibbs,4400,0.7318647935120024,0.8728319630308191,55.85092194957532,,,126918.0,4400.0,1.0,0.9615
1,gibbs,4500,0.8955149213838736,0.8731151873225114,58.08194010284832,,,129820.0,4500.0,1.0,0.9616296296296296
1,gibbs,4600,0.7835422031095399,0.8730534721950842,57.4655269632816,,,132700.0,4600.0,1.0,0.9615942028985507
1,gibbs,4700,0.9127283028417078,0.8731658940273798,55.95393001895985,,,135572.0,4700.0,1.0,0.9615035460992908
1,gibbs,4800,0.9789804723192315,0.8735389314682984,60.63774753405873,,,138445.0,4800.0,1.0,0.9614236111111111
1,gibbs,4900,1.0056854627729517,0.8734043193622801,54.70784512063982,,,141323.0,4900.0,1.0,0.9613809523809523
1,gibbs,5000,0.9165399148602197,0.8734266079479037,58.83446249841021,,,144200.0,5000.0,1.0,0.9613333333333334
1,gibbs,5100,0.8967811579220064,0.8737469445591343,59.14790621031981,,,147100.0,5100.0,1.0,0.961437908496732
1,gibbs,5200,0.7742255735136945,0.8734808427695068,60.23416867807329,,,149977.0,5200.0,1.0,0.9613910256410256
1,gibbs,5300,0.8279782601551765,0.8734849570413186,55.90162482784491,,,152845.0,5300.0,1.0,0.9612893081761006
1,gibbs,5400,0.7896085394483087,0.8733838049872608,50.598453175366004,,,155736.0,5400.0,1.0,0.9613333333333334
1,gibbs,5500,0.959087996121666,0.873461304457477,54.14437908683642,,,158612.0,5500.0,1.0,0.9612848484848485
1,gibbs,5600,0.827280447908287,0.8732876124162229,55.58728857157275,,,161496.0,5600.0,1.0,0.9612857142857143
1,gibbs,5700,0.8060720525940567,0.8733038772361638,59.31478430014716,,,164379.0,5700.0,1.0,0.961280701754386
1,gibbs,5800,0.9238256113667831,0.8733859549727863,51.86402196696039,,,167270.0,5800.0,1.0,0.9613218390804598
1,gibbs,5900,1.0373097944274066,0.8736042856024709,54.99139934157025,,,170156.0,5900.0,1.0,0.9613333333333334
1,gibbs,6000,0.8771826808119115,0.8732635213606919,60.51126548082137,,,173038.0,6000.0,1.0,0.9613222222222222
1,gibbs,6100,0.7068672551555195,0.8733883099062019,57.58623726409429,,,175930.0,6100.0,1.0,0.9613661202185793
1,gibbs,6200,0.8407726789545736,0.873399063231386,61.581406583172665,,,178794.0,6200.0,1.0,0.961258064516129
1,gibbs,6300,1.009006330140374,0.8733251145717293,56.24815478554026,,,181677.0,6300.0,1.0,0.9612539682539682
1,gibbs,6400,0.7340389903752518,0.8731946005231249,61.43128599910477,,,184553.0,6400.0,1.0,0.9612135416666666
1,gibbs,6500,0.8916060577606438,0.8732116008481032,58.685985012426414,,,187432.0,6500.0,1.0,0.9611897435897436
1,gibbs,6600,0.8512931299763997,0.8732078380412862,59.00483259556015,,,190310.0,6600.0,1.0,0.9611616161616162
1,gibbs,6700,0.9840753163596306,0.8730958192317279,50.570751410331276,,,193188.0,6700.0,1.0,0.961134328358209
1,gibbs,6800,0.8936042895176509,0.8731466018744362,56.1260588143056,,,196073.0,6800.0,1.0,0.9611421568627451
1,gibbs,6900,0.7793738218409525,0.8729352831003112,63.251152530245086,,,198951.0,6900.0,1.0,0.9611159420289855
1,gibbs,7000,0.8009722184050361,0.8727279065060339,60.523705632842486,,,201830.0,7000.0,1.0,0.9610952380952381
1,gibbs,7100,0.8843842077908863,0.8725497704666096,57.289317511052666,,,204705.0,7100.0,1.0,0.961056338028169
1,gibbs,7200,0.7251936731226781,0.8722869853289944,58.000614891535605,,,207595.0,7200.0,1.0,0.961087962962963
1,gibbs,7300,0.9091378696580413,0.8723380386923649,60.060106715909924,,,210485.0,7300.0,1.0,0.9611187214611873
1,gibbs,7400,0.9572500641670618,0.8724042743325088,58.330342154910404,,,213376.0,7400.0,1.0,0.9611531531531532
1,gibbs,7500,0.6609649970461245,0.8723514871105901,62.46368421357207,,,216257.0,7500.0,1.0,0.9611422222222222
1,gibbs,7600,1.0016859021863815,0.8726728800208607,56.84221896351208,,,219127.0,7600.0,1.0,0.9610833333333333
1,gibbs,7700,0.7860776519381829,0.8725813147441098,55.51262047547393,,,222011.0,7700.0,1.0,0.9610865800865801
1,gibbs,7800,1.0328843156502008,0.8725278581257652,54.846839661468806,,,224908.0,7800.0,1.0,0.9611452991452991
1,gibbs,7900,0.8966051164020818,0.8726172075248665,54.595275967854406,,,227775.0,7900.0,1.0,0.9610759493670886
1,gibbs,8000,0.9834599449614463,0.8727644283670785,56.7106995423337,,,230673.0,8000.0,1.0,0.9611375
1,gibbs,8100,0.7812910653955065,0.8726904391677565,59.102796309874186,,,233547.0,8100.0,1.0,0.9610987654320987
1,gibbs,8200,0.8109195955562248,0.8729770848064788,56.75629641580073,,,236432.0,8200.0,1.0,0.9611056910569106
1,gibbs,8300,0.86051015250244,0.872841649847791,51.947503939050286,,,239298.0,8300.0,1.0,0.9610361445783132
1,gibbs,8400,0.8216351992237055,0.8728218314805005,58.32886780704146,,,242171.0,8400.0,1.0,0.9609960317460318
1,gibbs,8500,0.9088006325847311,0.872802291034088,59.079459589723506,,,245047.0,8500.0,1.0,0.9609686274509804
1,gibbs,8600,1.0903317267164832,0.8728490316405234,60.7703660948032,,,247938.0,8600.0,1.0,0.961
1,gibbs,8700,1.0425580527779836,0.8727254246086624,50.46077473274135,,,250829.0,8700.0,1.0,0.9610306513409962
1,gibbs,8800,1.057160922951112,0.8728247653585848,59.0581389834557,,,253707.0,8800.0,1.0,0.9610113636363636
1,gibbs,8900,0.7821920630511587,0.8729466247708979,61.28413419769822,,,256595.0,8900.0,1.0,0.9610299625468165
1,gibbs,9000,0.8563231446531127,0.8726367400391897,59.55965103088651,,,259470.0,9000.0,1.0,0.961
1,gibbs,9100,0.8657388214626023,0.8725413390488117,61.44069887962655,,,262373.0,9100.0,1.0,0.9610732600732601
1,gibbs,9200,1.0162908682134073,0.872520066959266,63.62919178783666,,,265273.0,9200.0,1.0,0.9611340579710145
1,gibbs,9300,0.7162684077468731,0.8725467262462997,51.50179886234644,,,268175.0,9300.0,1.0,0.9612007168458782
1,gibbs,9400,0.9765696936815806,0.8726485270424984,58.73199492625909,,,271050.0,9400.0,1.0,0.9611702127659575
1,gibbs,9500,0.49966493011469637,0.8724812994854778,52.98418666251676,,,273929.0,9500.0,1.0,0.9611543859649123
1,gibbs,9600,0.818795242599394,0.872467777325945,53.59891722171325,,,276800.0,9600.0,1.0,0.9611111111111111
1,gibbs,9700,0.8913630680270338,0.8725974312768748,62.59024605045597,,,279680.0,9700.0,1.0,0.9610996563573884
1,gibbs,9800,0.7279591801508907,0.8725304611452326,56.32716734687993,,,282568.0,9800.0,1.0,0.9611156462585034
1,gibbs,9900,0.9265888121049499,0.8725190139139037,58.77446280086886,,,285452.0,9900.0,1.0,0.9611178451178451
1,gibbs,10000,0.993360807534931,0.8725437999534146,60.0429739139606,,,288334.0,10000.0,1.0,0.9611133333333334
